state_abbr,county_name,stock.county,emm2020_county,population,subregion,region
LA,Ouachita,G2200730,MISS,156983,ouachita,louisiana
LA,Plaquemines,G2200750,MISS,23464,plaquemines,louisiana
LA,Pointe Coupee,G2200770,MISS,22159,pointe coupee,louisiana
LA,Rapides,G2200790,SPPS,132424,rapides,louisiana
LA,Red River,G2200810,SPPS,8550,red river,louisiana
LA,Richland,G2200830,MISS,20430,richland,louisiana
LA,Sabine,G2200850,SPPS,23977,sabine,louisiana
LA,St. Bernard,G2200870,MISS,45688,st bernard,louisiana
LA,St. Charles,G2200890,MISS,52923,st charles,louisiana
LA,St. Helena,G2200910,MISS,10512,st helena,louisiana
LA,St. James,G2200930,MISS,21557,st james,louisiana
LA,St. John the Baptist,G2200950,MISS,43631,st john the baptist,louisiana
LA,St. Landry,G2200970,MISS,83883,st landry,louisiana
LA,St. Martin,G2200990,MISS,54007,st martin,louisiana
LA,St. Mary,G2201010,MISS,52093,st mary,louisiana
LA,St. Tammany,G2201030,MISS,253602,st tammany,louisiana
LA,Tangipahoa,G2201050,MISS,130710,tangipahoa,louisiana
LA,Tensas,G2201070,MISS,4597,tensas,louisiana
LA,Terrebonne,G2201090,MISS,113220,terrebonne,louisiana
LA,Union,G2201110,MISS,22487,union,louisiana
LA,Vermilion,G2201130,MISS,60205,vermilion,louisiana
LA,Vernon,G2201150,SPPS,50569,vernon,louisiana
LA,Washington,G2201170,MISS,46310,washington,louisiana
LA,Webster,G2201190,SPPS,39710,webster,louisiana
LA,West Baton Rouge,G2201210,MISS,25795,west baton rouge,louisiana
LA,West Carroll,G2201230,MISS,11114,west carroll,louisiana
LA,West Feliciana,G2201250,MISS,15344,west feliciana,louisiana
LA,Winn,G2201270,SPPS,14376,winn,louisiana
MA,Barnstable,G2500010,ISNE,214276,barnstable,massachusetts
MA,Berkshire,G2500030,ISNE,126903,berkshire,massachusetts
MA,Bristol,G2500050,ISNE,558324,bristol,massachusetts
MA,Dukes,G2500070,ISNE,17246,dukes,massachusetts
MA,Essex,G2500090,ISNE,779018,essex,massachusetts
MA,Franklin,G2500110,ISNE,70382,franklin,massachusetts
MA,Hampden,G2500130,ISNE,468467,hampden,massachusetts
MA,Hampshire,G2500150,ISNE,161816,hampshire,massachusetts
MA,Middlesex,G2500170,ISNE,1589774,middlesex,massachusetts
MA,Nantucket,G2500190,ISNE,11008,nantucket,massachusetts
MA,Norfolk,G2500210,ISNE,697181,norfolk,massachusetts
MA,Plymouth,G2500230,ISNE,513565,plymouth,massachusetts
MA,Suffolk,G2500250,ISNE,784230,suffolk,massachusetts
MA,Worcester,G2500270,ISNE,819589,worcester,massachusetts
MD,Allegany,G2400010,PJMW,72130,allegany,maryland
MD,Anne Arundel,G2400030,PJME,568346,anne arundel,maryland
MD,Baltimore,G2400050,PJME,831026,baltimore,maryland
MD,Baltimore City,G2405100,PJME,614664,baltimore city,maryland
MD,Calvert,G2400090,PJME,91251,calvert,maryland
MD,Caroline,G2400110,PJME,32850,caroline,maryland
MD,Carroll,G2400130,PJME,167656,carroll,maryland
MD,Cecil,G2400150,PJME,102603,cecil,maryland
MD,Charles,G2400170,PJME,157705,charles,maryland
MD,Dorchester,G2400190,PJME,32258,dorchester,maryland
MD,Frederick,G2400210,PJMW,247591,frederick,maryland
MD,Garrett,G2400230,PJMW,29425,garrett,maryland
MD,Harford,G2400250,PJME,251032,harford,maryland
MD,Howard,G2400270,PJME,317233,howard,maryland
MD,Kent,G2400290,PJME,19730,kent,maryland
MD,Montgomery,G2400310,PJMW,1043863,montgomery,maryland
MD,Prince George's,G2400330,PJME,908049,prince georges,maryland
MD,Queen Anne's,G2400350,PJME,48929,queen annes,maryland
MD,Somerset,G2400390,PJME,25928,somerset,maryland
MD,St. Mary's,G2400370,PJME,112587,st marys,maryland
MD,Talbot,G2400410,PJME,37278,talbot,maryland
MD,Washington,G2400430,PJMW,150292,washington,maryland
MD,Wicomico,G2400450,PJME,102577,wicomico,maryland
MD,Worcester,G2400470,PJME,51444,worcester,maryland
ME,Androscoggin,G2300010,ISNE,107319,androscoggin,maine
ME,Aroostook,G2300030,ISNE,67959,aroostook,maine
ME,Cumberland,G2300050,ISNE,292041,cumberland,maine
ME,Franklin,G2300070,ISNE,30001,franklin,maine
ME,Hancock,G2300090,ISNE,54419,hancock,maine
ME,Kennebec,G2300110,ISNE,120569,kennebec,maine
ME,Knox,G2300130,ISNE,39744,knox,maine
ME,Lincoln,G2300150,ISNE,34216,lincoln,maine
ME,Oxford,G2300170,ISNE,57217,oxford,maine
ME,Penobscot,G2300190,ISNE,151806,penobscot,maine
ME,Piscataquis,G2300210,ISNE,16843,piscataquis,maine
ME,Sagadahoc,G2300230,ISNE,35273,sagadahoc,maine
ME,Somerset,G2300250,ISNE,50915,somerset,maine
ME,Waldo,G2300270,ISNE,39364,waldo,maine
ME,Washington,G2300290,ISNE,31450,washington,maine
ME,York,G2300310,ISNE,202343,york,maine
MI,Alcona,G2600010,MISE,10352,alcona,michigan
MI,Alger,G2600030,MISW,9219,alger,michigan
MI,Allegan,G2600050,PJMW,115548,allegan,michigan
MI,Alpena,G2600070,MISE,28704,alpena,michigan
MI,Antrim,G2600090,MISE,23144,antrim,michigan
MI,Arenac,G2600110,MISE,15122,arenac,michigan
MI,Baraga,G2600130,MISW,8503,baraga,michigan
MI,Barry,G2600150,MISE,59702,barry,michigan
MI,Bay,G2600170,MISE,104747,bay,michigan
MI,Benzie,G2600190,MISE,17572,benzie,michigan
MI,Berrien,G2600210,PJMW,154010,berrien,michigan
MI,Branch,G2600230,MISE,43427,branch,michigan
MI,Calhoun,G2600250,MISE,134386,calhoun,michigan
MI,Cass,G2600270,PJMW,51599,cass,michigan
MI,Charlevoix,G2600290,MISE,26174,charlevoix,michigan
MI,Cheboygan,G2600310,MISE,25401,cheboygan,michigan
MI,Chippewa,G2600330,MISW,37724,chippewa,michigan
MI,Clare,G2600350,MISE,30358,clare,michigan
MI,Clinton,G2600370,MISE,77888,clinton,michigan
MI,Crawford,G2600390,MISE,13744,crawford,michigan
MI,Delta,G2600410,MISW,36202,delta,michigan
MI,Dickinson,G2600430,MISW,25535,dickinson,michigan
MI,Eaton,G2600450,MISE,109160,eaton,michigan
MI,Emmet,G2600470,MISE,33182,emmet,michigan
MI,Genesee,G2600490,MISE,408615,genesee,michigan
MI,Gladwin,G2600510,MISE,25122,gladwin,michigan
MI,Gogebic,G2600530,MISW,15243,gogebic,michigan
MI,Grand Traverse,G2600550,MISE,92084,grand traverse,michigan
MI,Gratiot,G2600570,MISE,41202,gratiot,michigan
MI,Hillsdale,G2600590,MISE,45774,hillsdale,michigan
MI,Houghton,G2600610,MISW,36555,houghton,michigan
MI,Huron,G2600630,MISE,31481,huron,michigan
MI,Ingham,G2600650,MISE,288051,ingham,michigan
MI,Ionia,G2600670,MISE,64232,ionia,michigan
MI,Iosco,G2600690,MISE,25327,iosco,michigan
MI,Iron,G2600710,MISW,11195,iron,michigan
MI,Isabella,G2600730,MISE,71282,isabella,michigan
MI,Jackson,G2600750,MISE,158460,jackson,michigan
MI,Kalamazoo,G2600770,PJMW,261654,kalamazoo,michigan
MI,Kalkaska,G2600790,MISE,17263,kalkaska,michigan
MI,Kent,G2600810,MISE,642173,kent,michigan
MI,Keweenaw,G2600830,MISW,2199,keweenaw,michigan
MI,Lake,G2600850,MISE,11496,lake,michigan
MI,Lapeer,G2600870,MISE,88340,lapeer,michigan
MI,Leelanau,G2600890,MISE,21765,leelanau,michigan
MI,Lenawee,G2600910,MISE,98504,lenawee,michigan
MI,Livingston,G2600930,MISE,188624,livingston,michigan
MI,Luce,G2600950,MISW,6358,luce,michigan
MI,Mackinac,G2600970,MISW,10820,mackinac,michigan
MI,Macomb,G2600990,MISE,867730,macomb,michigan
MI,Manistee,G2601010,MISE,24373,manistee,michigan
MI,Marquette,G2601030,MISW,66435,marquette,michigan
MI,Mason,G2601050,MISE,28876,mason,michigan
MI,Mecosta,G2601070,MISE,43221,mecosta,michigan
MI,Menominee,G2601090,MISW,23281,menominee,michigan
MI,Midland,G2601110,MISE,83462,midland,michigan
MI,Missaukee,G2601130,MISE,15102,missaukee,michigan
MI,Monroe,G2601150,MISE,149208,monroe,michigan
MI,Montcalm,G2601170,MISE,62974,montcalm,michigan
MI,Montmorency,G2601190,MISE,9173,montmorency,michigan
MI,Muskegon,G2601210,MISE,173408,muskegon,michigan
MI,Newaygo,G2601230,MISE,47938,newaygo,michigan
MI,Oakland,G2601250,MISE,1243970,oakland,michigan
MI,Oceana,G2601270,MISE,26027,oceana,michigan
MI,Ogemaw,G2601290,MISE,20904,ogemaw,michigan
MI,Ontonagon,G2601310,MISW,5911,ontonagon,michigan
MI,Osceola,G2601330,MISE,23110,osceola,michigan
MI,Oscoda,G2601350,MISE,8264,oscoda,michigan
MI,Otsego,G2601370,MISE,24470,otsego,michigan
MI,Ottawa,G2601390,MISE,282250,ottawa,michigan
MI,Presque Isle,G2601410,MISE,12762,presque isle,michigan
MI,Roscommon,G2601430,MISE,23700,roscommon,michigan
MI,Saginaw,G2601450,MISE,192326,saginaw,michigan
MI,Sanilac,G2601510,MISE,41409,sanilac,michigan
MI,Schoolcraft,G2601530,MISW,8001,schoolcraft,michigan
MI,Shiawassee,G2601550,MISE,68554,shiawassee,michigan
MI,St. Clair,G2601470,MISE,159587,st clair,michigan
MI,St. Joseph,G2601490,PJMW,60853,st joseph,michigan
MI,Tuscola,G2601570,MISE,53338,tuscola,michigan
MI,Van Buren,G2601590,PJMW,75223,van buren,michigan
MI,Washtenaw,G2601610,MISE,364709,washtenaw,michigan
MI,Wayne,G2601630,MISE,1749366,wayne,michigan
MI,Wexford,G2601650,MISE,33163,wexford,michigan
MN,Aitkin,G2700010,MISW,15583,aitkin,minnesota
MN,Anoka,G2700030,MISW,345957,anoka,minnesota
MN,Becker,G2700050,MISW,33734,becker,minnesota
MN,Beltrami,G2700070,MISW,46106,beltrami,minnesota
MN,Benton,G2700090,MISW,39992,benton,minnesota
MN,Big Stone,G2700110,MISW,5050,big stone,minnesota
MN,Blue Earth,G2700130,MISW,66441,blue earth,minnesota
MN,Brown,G2700150,MISW,25331,brown,minnesota
MN,Carlton,G2700170,MISW,35738,carlton,minnesota
MN,Carver,G2700190,MISW,100262,carver,minnesota
MN,Cass,G2700210,MISW,28993,cass,minnesota
MN,Chippewa,G2700230,SPPN,12133,chippewa,minnesota
MN,Chisago,G2700250,MISW,54748,chisago,minnesota
MN,Clay,G2700270,SPPN,62875,clay,minnesota
MN,Clearwater,G2700290,MISW,8827,clearwater,minnesota
MN,Cook,G2700310,MISW,5286,cook,minnesota
MN,Cottonwood,G2700330,MISW,11470,cottonwood,minnesota
MN,Crow Wing,G2700350,MISW,63940,crow wing,minnesota
MN,Dakota,G2700370,MISW,417486,dakota,minnesota
MN,Dodge,G2700390,MISW,20506,dodge,minnesota
MN,Douglas,G2700410,MISW,37456,douglas,minnesota
MN,Faribault,G2700430,MISW,13935,faribault,minnesota
MN,Fillmore,G2700450,MISW,21003,fillmore,minnesota
MN,Freeborn,G2700470,MISW,30446,freeborn,minnesota
MN,Goodhue,G2700490,MISW,46676,goodhue,minnesota
MN,Grant,G2700510,SPPN,5956,grant,minnesota
MN,Hennepin,G2700530,MISW,1232483,hennepin,minnesota
MN,Houston,G2700550,MISW,18814,houston,minnesota
MN,Hubbard,G2700570,MISW,20718,hubbard,minnesota
MN,Isanti,G2700590,MISW,39025,isanti,minnesota
MN,Itasca,G2700610,MISW,45242,itasca,minnesota
MN,Jackson,G2700630,MISW,9944,jackson,minnesota
MN,Kanabec,G2700650,MISW,15830,kanabec,minnesota
MN,Kandiyohi,G2700670,MISW,42495,kandiyohi,minnesota
MN,Kittson,G2700690,MISW,4333,kittson,minnesota
MN,Koochiching,G2700710,MISW,12628,koochiching,minnesota
MN,Lac qui Parle,G2700730,MISW,6715,lac qui parle,minnesota
MN,Lake,G2700750,MISW,10625,lake,minnesota
MN,Lake of the Woods,G2700770,MISW,3814,lake of the woods,minnesota
MN,Le Sueur,G2700790,MISW,27591,le sueur,minnesota
MN,Lincoln,G2700810,SPPN,5783,lincoln,minnesota
MN,Lyon,G2700830,SPPN,25699,lyon,minnesota
MN,Mahnomen,G2700870,MISW,5465,mahnomen,minnesota
MN,Marshall,G2700890,MISW,9324,marshall,minnesota
MN,Martin,G2700910,MISW,19829,martin,minnesota
MN,McLeod,G2700850,MISW,35842,mcleod,minnesota
MN,Meeker,G2700930,MISW,23110,meeker,minnesota
MN,Mille Lacs,G2700950,MISW,25866,mille lacs,minnesota
MN,Morrison,G2700970,MISW,32821,morrison,minnesota
MN,Mower,G2700990,MISW,39163,mower,minnesota
MN,Murray,G2701010,SPPN,8329,murray,minnesota
MN,Nicollet,G2701030,MISW,33575,nicollet,minnesota
MN,Nobles,G2701050,MISW,21848,nobles,minnesota
MN,Norman,G2701070,MISW,6579,norman,minnesota
MN,Olmsted,G2701090,MISW,153102,olmsted,minnesota
MN,Otter Tail,G2701110,SPPN,58085,otter tail,minnesota
MN,Pennington,G2701130,MISW,14235,pennington,minnesota
MN,Pine,G2701150,MISW,28874,pine,minnesota
MN,Pipestone,G2701170,SPPN,9202,pipestone,minnesota
MN,Polk,G2701190,SPPN,31660,polk,minnesota
MN,Pope,G2701210,MISW,11049,pope,minnesota
MN,Ramsey,G2701230,MISW,540649,ramsey,minnesota
MN,Red Lake,G2701250,MISW,4007,red lake,minnesota
MN,Redwood,G2701270,MISW,15263,redwood,minnesota
MN,Renville,G2701290,MISW,14660,renville,minnesota
MN,Rice,G2701310,MISW,65622,rice,minnesota
MN,Rock,G2701330,MISW,9564,rock,minnesota
MN,Roseau,G2701350,MISW,15626,roseau,minnesota
MN,Scott,G2701390,MISW,143680,scott,minnesota
MN,Sherburne,G2701410,MISW,93528,sherburne,minnesota
MN,Sibley,G2701430,MISW,14827,sibley,minnesota
MN,St. Louis,G2701370,MISW,199980,st louis,minnesota
MN,Stearns,G2701450,MISW,155652,stearns,minnesota
MN,Steele,G2701470,MISW,36805,steele,minnesota
MN,Stevens,G2701490,SPPN,9693,stevens,minnesota
MN,Swift,G2701510,SPPN,9419,swift,minnesota
MN,Todd,G2701530,MISW,24233,todd,minnesota
MN,Traverse,G2701550,SPPN,3356,traverse,minnesota
MN,Wabasha,G2701570,MISW,21273,wabasha,minnesota
MN,Wadena,G2701590,MISW,13761,wadena,minnesota
MN,Waseca,G2701610,MISW,18911,waseca,minnesota
MN,Washington,G2701630,MISW,253117,washington,minnesota
MN,Watonwan,G2701650,MISW,10908,watonwan,minnesota
MN,Wilkin,G2701670,SPPN,6358,wilkin,minnesota
MN,Winona,G2701690,MISW,50948,winona,minnesota
MN,Wright,G2701710,MISW,132550,wright,minnesota
MN,Yellow Medicine,G2701730,SPPN,9935,yellow medicine,minnesota
MO,Adair,G2900010,MISC,25359,adair,missouri
MO,Andrew,G2900030,SPPC,17350,andrew,missouri
MO,Atchison,G2900050,SPPC,5293,atchison,missouri
MO,Audrain,G2900070,MISC,26021,audrain,missouri
MO,Barry,G2900090,SPPC,35732,barry,missouri
MO,Barton,G2900110,SPPC,11908,barton,missouri
MO,Bates,G2900130,SPPC,16417,bates,missouri
MO,Benton,G2900150,SPPC,18839,benton,missouri
MO,Bollinger,G2900170,MISC,12052,bollinger,missouri
MO,Boone,G2900190,MISC,176594,boone,missouri
MO,Buchanan,G2900210,SPPC,88938,buchanan,missouri
MO,Butler,G2900230,MISC,42739,butler,missouri
MO,Caldwell,G2900250,SPPC,9062,caldwell,missouri
MO,Callaway,G2900270,MISC,45078,callaway,missouri
MO,Camden,G2900290,MISC,44497,camden,missouri
MO,Cape Girardeau,G2900310,MISC,78913,cape girardeau,missouri
MO,Carroll,G2900330,SPPC,8913,carroll,missouri
MO,Carter,G2900350,MISC,6168,carter,missouri
MO,Cass,G2900370,SPPC,102845,cass,missouri
MO,Cedar,G2900390,SPPC,14016,cedar,missouri
MO,Chariton,G2900410,MISC,7516,chariton,missouri
MO,Christian,G2900430,SPPC,84401,christian,missouri
MO,Clark,G2900450,MISC,6723,clark,missouri
MO,Clay,G2900470,SPPC,239085,clay,missouri
MO,Clinton,G2900490,SPPC,20610,clinton,missouri
MO,Cole,G2900510,MISC,76631,cole,missouri
MO,Cooper,G2900530,MISC,17712,cooper,missouri
MO,Crawford,G2900550,MISC,24302,crawford,missouri
MO,Dade,G2900570,SPPC,7631,dade,missouri
MO,Dallas,G2900590,SPPC,16448,dallas,missouri
MO,Daviess,G2900610,SPPC,8209,daviess,missouri
MO,DeKalb,G2900630,SPPC,12613,de kalb,missouri
MO,Dent,G2900650,MISC,15387,dent,missouri
MO,Douglas,G2900670,SPPC,13358,douglas,missouri
MO,Dunklin,G2900690,MISC,30535,dunklin,missouri
MO,Franklin,G2900710,MISC,102838,franklin,missouri
MO,Gasconade,G2900730,MISC,14808,gasconade,missouri
MO,Gentry,G2900750,SPPC,6661,gentry,missouri
MO,Greene,G2900770,SPPC,288690,greene,missouri
MO,Grundy,G2900790,SPPC,10165,grundy,missouri
MO,Harrison,G2900810,SPPC,8556,harrison,missouri
MO,Henry,G2900830,SPPC,21594,henry,missouri
MO,Hickory,G2900850,SPPC,9269,hickory,missouri
MO,Holt,G2900870,SPPC,4448,holt,missouri
MO,Howard,G2900890,MISC,10058,howard,missouri
MO,Howell,G2900910,MISC,40210,howell,missouri
MO,Iron,G2900930,MISC,10022,iron,missouri
MO,Jackson,G2900950,SPPC,691801,jackson,missouri
MO,Jasper,G2900970,SPPC,119111,jasper,missouri
MO,Jefferson,G2900990,MISC,224226,jefferson,missouri
MO,Johnson,G2901010,SPPC,53942,johnson,missouri
MO,Knox,G2901030,MISC,3934,knox,missouri
MO,Laclede,G2901050,MISC,35490,laclede,missouri
MO,Lafayette,G2901070,SPPC,32618,lafayette,missouri
MO,Lawrence,G2901090,SPPC,38381,lawrence,missouri
MO,Lewis,G2901110,MISC,10134,lewis,missouri
MO,Lincoln,G2901130,MISC,55267,lincoln,missouri
MO,Linn,G2901150,MISC,12164,linn,missouri
MO,Livingston,G2901170,SPPC,15235,livingston,missouri
MO,Macon,G2901210,MISC,15170,macon,missouri
MO,Madison,G2901230,MISC,12443,madison,missouri
MO,Maries,G2901250,MISC,8858,maries,missouri
MO,Marion,G2901270,MISC,28894,marion,missouri
MO,McDonald,G2901190,SPPC,22620,mcdonald,missouri
MO,Mercer,G2901290,SPPC,3699,mercer,missouri
MO,Miller,G2901310,MISC,25206,miller,missouri
MO,Mississippi,G2901330,MISC,13799,mississippi,missouri
MO,Moniteau,G2901350,MISC,16018,moniteau,missouri
MO,Monroe,G2901370,MISC,8558,monroe,missouri
MO,Montgomery,G2901390,MISC,11620,montgomery,missouri
MO,Morgan,G2901410,MISC,20213,morgan,missouri
MO,New Madrid,G2901430,MISC,17915,new madrid,missouri
MO,Newton,G2901450,SPPC,58694,newton,missouri
MO,Nodaway,G2901470,SPPC,22670,nodaway,missouri
MO,Oregon,G2901490,MISC,10789,oregon,missouri
MO,Osage,G2901510,MISC,13664,osage,missouri
MO,Ozark,G2901530,SPPC,9237,ozark,missouri
MO,Pemiscot,G2901550,MISC,17073,pemiscot,missouri
MO,Perry,G2901570,MISC,19285,perry,missouri
MO,Pettis,G2901590,SPPC,42213,pettis,missouri
MO,Phelps,G2901610,MISC,44608,phelps,missouri
MO,Pike,G2901630,MISC,18438,pike,missouri
MO,Platte,G2901650,SPPC,98309,platte,missouri
MO,Polk,G2901670,SPPC,31285,polk,missouri
MO,Pulaski,G2901690,MISC,52654,pulaski,missouri
MO,Putnam,G2901710,MISC,4853,putnam,missouri
MO,Ralls,G2901730,MISC,10224,ralls,missouri
MO,Randolph,G2901750,MISC,24989,randolph,missouri
MO,Ray,G2901770,SPPC,22754,ray,missouri
MO,Reynolds,G2901790,MISC,6455,reynolds,missouri
MO,Ripley,G2901810,MISC,13817,ripley,missouri
MO,Saline,G2901950,SPPC,22980,saline,missouri
MO,Schuyler,G2901970,MISC,4394,schuyler,missouri
MO,Scotland,G2901990,MISC,4932,scotland,missouri
MO,Scott,G2902010,MISC,38745,scott,missouri
MO,Shannon,G2902030,MISC,8168,shannon,missouri
MO,Shelby,G2902050,MISC,6082,shelby,missouri
MO,St. Charles,G2901830,MISC,390918,st charles,missouri
MO,St. Clair,G2901850,SPPC,9272,st clair,missouri
MO,St. Francois,G2901870,MISC,66627,st francois,missouri
MO,St. Louis,G2901890,MISC,998581,st louis,missouri
MO,St. Louis City,G2905100,MISC,311404,st louis city,missouri
MO,Ste. Genevieve,G2901860,MISC,18030,ste genevieve,missouri
MO,Stoddard,G2902070,MISC,29588,stoddard,missouri
MO,Stone,G2902090,SPPC,31047,stone,missouri
MO,Sullivan,G2902110,MISC,6262,sullivan,missouri
MO,Taney,G2902130,SPPC,54735,taney,missouri
MO,Texas,G2902150,MISC,25775,texas,missouri
MO,Vernon,G2902170,SPPC,20723,vernon,missouri
MO,Warren,G2902190,MISC,33802,warren,missouri
MO,Washington,G2902210,MISC,24839,washington,missouri
MO,Wayne,G2902230,MISC,13139,wayne,missouri
MO,Webster,G2902250,SPPC,38106,webster,missouri
MO,Worth,G2902270,SPPC,2024,worth,missouri
MO,Wright,G2902290,MISC,18286,wright,missouri
MS,Adams,G2800010,MISS,31248,adams,mississippi
MS,Alcorn,G2800030,SRCE,37304,alcorn,mississippi
MS,Amite,G2800050,MISS,12458,amite,mississippi
MS,Attala,G2800070,MISS,18934,attala,mississippi
MS,Benton,G2800090,SRCE,8264,benton,mississippi
MS,Bolivar,G2800110,MISS,32737,bolivar,mississippi
MS,Calhoun,G2800130,MISS,14610,calhoun,mississippi
MS,Carroll,G2800150,MISS,10255,carroll,mississippi
MS,Chickasaw,G2800170,SRCE,17246,chickasaw,mississippi
MS,Choctaw,G2800190,SRCE,8242,choctaw,mississippi
MS,Claiborne,G2800210,MISS,9139,claiborne,mississippi
MS,Clarke,G2800230,SRSE,15888,clarke,mississippi
MS,Clay,G2800250,SRCE,19850,clay,mississippi
MS,Coahoma,G2800270,MISS,23809,coahoma,mississippi
MS,Copiah,G2800290,MISS,28482,copiah,mississippi
MS,Covington,G2800310,SRSE,19569,covington,mississippi
MS,DeSoto,G2800330,MISS,175611,de soto,mississippi
MS,Forrest,G2800350,SRSE,75979,forrest,mississippi
MS,Franklin,G2800370,MISS,7782,franklin,mississippi
MS,George,G2800390,SRSE,23695,george,mississippi
MS,Greene,G2800410,SRSE,13408,greene,mississippi
MS,Grenada,G2800430,MISS,21275,grenada,mississippi
MS,Hancock,G2800450,SRSE,46791,hancock,mississippi
MS,Harrison,G2800470,SRSE,203234,harrison,mississippi
MS,Hinds,G2800490,MISS,241229,hinds,mississippi
MS,Holmes,G2800510,MISS,17999,holmes,mississippi
MS,Humphreys,G2800530,MISS,8513,humphreys,mississippi
MS,Issaquena,G2800550,MISS,1294,issaquena,mississippi
MS,Itawamba,G2800570,SRCE,23529,itawamba,mississippi
MS,Jackson,G2800590,SRSE,141241,jackson,mississippi
MS,Jasper,G2800610,SRSE,16578,jasper,mississippi
MS,Jefferson,G2800630,MISS,7297,jefferson,mississippi
MS,Jefferson Davis,G2800650,MISS,11385,jefferson davis,mississippi
MS,Jones,G2800670,SRSE,67953,jones,mississippi
MS,Kemper,G2800690,SRSE,9896,kemper,mississippi
MS,Lafayette,G2800710,SRCE,53796,lafayette,mississippi
MS,Lamar,G2800730,SRSE,60914,lamar,mississippi
MS,Lauderdale,G2800750,SRSE,77755,lauderdale,mississippi
MS,Lawrence,G2800770,MISS,12749,lawrence,mississippi
MS,Leake,G2800790,MISS,22620,leake,mississippi
MS,Lee,G2800810,SRCE,85381,lee,mississippi
MS,Leflore,G2800830,MISS,29856,leflore,mississippi
MS,Lincoln,G2800850,MISS,34523,lincoln,mississippi
MS,Lowndes,G2800870,SRCE,59602,lowndes,mississippi
MS,Madison,G2800890,MISS,105114,madison,mississippi
MS,Marion,G2800910,MISS,25251,marion,mississippi
MS,Marshall,G2800930,MISS,35801,marshall,mississippi
MS,Monroe,G2800950,SRCE,35873,monroe,mississippi
MS,Montgomery,G2800970,MISS,10187,montgomery,mississippi
MS,Neshoba,G2800990,SRSE,29403,neshoba,mississippi
MS,Newton,G2801010,SRSE,21558,newton,mississippi
MS,Noxubee,G2801030,SRCE,11038,noxubee,mississippi
MS,Oktibbeha,G2801050,SRCE,49833,oktibbeha,mississippi
MS,Panola,G2801070,MISS,34164,panola,mississippi
MS,Pearl River,G2801090,SRSE,55310,pearl river,mississippi
MS,Perry,G2801110,SRSE,12245,perry,mississippi
MS,Pike,G2801130,MISS,39667,pike,mississippi
MS,Pontotoc,G2801150,SRCE,31550,pontotoc,mississippi
MS,Prentiss,G2801170,SRCE,25256,prentiss,mississippi
MS,Quitman,G2801190,MISS,7349,quitman,mississippi
MS,Rankin,G2801210,MISS,150228,rankin,mississippi
MS,Scott,G2801230,MISS,28207,scott,mississippi
MS,Sharkey,G2801250,MISS,4552,sharkey,mississippi
MS,Simpson,G2801270,MISS,26912,simpson,mississippi
MS,Smith,G2801290,SRSE,15909,smith,mississippi
MS,Stone,G2801310,SRSE,18012,stone,mississippi
MS,Sunflower,G2801330,MISS,26407,sunflower,mississippi
MS,Tallahatchie,G2801350,MISS,14394,tallahatchie,mississippi
MS,Tate,G2801370,MISS,28201,tate,mississippi
MS,Tippah,G2801390,SRCE,22190,tippah,mississippi
MS,Tishomingo,G2801410,SRCE,19491,tishomingo,mississippi
MS,Tunica,G2801430,MISS,10234,tunica,mississippi
MS,Union,G2801450,SRCE,28311,union,mississippi
MS,Walthall,G2801470,MISS,14599,walthall,mississippi
MS,Warren,G2801490,MISS,47140,warren,mississippi
MS,Washington,G2801510,MISS,47231,washington,mississippi
MS,Wayne,G2801530,SRSE,20480,wayne,mississippi
MS,Webster,G2801550,MISS,9767,webster,mississippi
MS,Wilkinson,G2801570,MISS,9047,wilkinson,mississippi
MS,Winston,G2801590,SRCE,18160,winston,mississippi
MS,Yalobusha,G2801610,MISS,12471,yalobusha,mississippi
MS,Yazoo,G2801630,MISS,27264,yazoo,mississippi
MT,Beaverhead,G3000010,NWPP,9401,beaverhead,montana
MT,Big Horn,G3000030,NWPP,13343,big horn,montana
MT,Blaine,G3000050,NWPP,6601,blaine,montana
MT,Broadwater,G3000070,NWPP,5747,broadwater,montana
MT,Carbon,G3000090,NWPP,10460,carbon,montana
MT,Carter,G3000110,NWPP,1203,carter,montana
MT,Cascade,G3000130,NWPP,81755,cascade,montana
MT,Chouteau,G3000150,NWPP,5759,chouteau,montana
MT,Custer,G3000170,NWPP,11924,custer,montana
MT,Daniels,G3000190,MISW,1755,daniels,montana
MT,Dawson,G3000210,SPPN,9327,dawson,montana
MT,Deer Lodge,G3000230,NWPP,9085,deer lodge,montana
MT,Fallon,G3000250,SPPN,3120,fallon,montana
MT,Fergus,G3000270,NWPP,11413,fergus,montana
MT,Flathead,G3000290,NWPP,98082,flathead,montana
MT,Gallatin,G3000310,NWPP,104502,gallatin,montana
MT,Garfield,G3000330,NWPP,1310,garfield,montana
MT,Glacier,G3000350,NWPP,13694,glacier,montana
MT,Golden Valley,G3000370,NWPP,831,golden valley,montana
MT,Granite,G3000390,NWPP,3368,granite,montana
MT,Hill,G3000410,NWPP,16542,hill,montana
MT,Jefferson,G3000430,NWPP,11853,jefferson,montana
MT,Judith BASN,G3000450,NWPP,1940,judith basin,montana
MT,Lake,G3000470,NWPP,29758,lake,montana
MT,Lewis and Clark,G3000490,NWPP,67282,lewis and clark,montana
MT,Liberty,G3000510,NWPP,2409,liberty,montana
MT,Lincoln,G3000530,NWPP,19259,lincoln,montana
MT,Madison,G3000570,NWPP,7924,madison,montana
