state_abbr,county_name,stock.county,emm2020_county,population,subregion,region
ID,Cassia,G1600310,BASN,23504,cassia,idaho
ID,Clark,G1600330,BASN,860,clark,idaho
ID,Clearwater,G1600350,NWPP,8497,clearwater,idaho
ID,Custer,G1600370,BASN,4096,custer,idaho
ID,Elmore,G1600390,BASN,26018,elmore,idaho
ID,Franklin,G1600410,BASN,13406,franklin,idaho
ID,Fremont,G1600430,BASN,12943,fremont,idaho
ID,Gem,G1600450,BASN,17184,gem,idaho
ID,Gooding,G1600470,BASN,15185,gooding,idaho
ID,Idaho,G1600490,BASN,16156,idaho,idaho
ID,Jefferson,G1600510,BASN,27839,jefferson,idaho
ID,Jerome,G1600530,BASN,22994,jerome,idaho
ID,Kootenai,G1600550,NWPP,154311,kootenai,idaho
ID,Latah,G1600570,NWPP,39196,latah,idaho
ID,Lemhi,G1600590,BASN,7723,lemhi,idaho
ID,Lewis,G1600610,NWPP,3853,lewis,idaho
ID,Lincoln,G1600630,BASN,5271,lincoln,idaho
ID,Madison,G1600650,BASN,39048,madison,idaho
ID,Minidoka,G1600670,BASN,20616,minidoka,idaho
ID,Nez Perce,G1600690,NWPP,40369,nez perce,idaho
ID,Oneida,G1600710,BASN,4343,oneida,idaho
ID,Owyhee,G1600730,BASN,11389,owyhee,idaho
ID,Payette,G1600750,BASN,23026,payette,idaho
ID,Power,G1600770,BASN,7654,power,idaho
ID,Shoshone,G1600790,NWPP,12452,shoshone,idaho
ID,Teton,G1600810,BASN,10960,teton,idaho
ID,Twin Falls,G1600830,BASN,83514,twin falls,idaho
ID,Valley,G1600850,BASN,10496,valley,idaho
ID,Washington,G1600870,BASN,10172,washington,idaho
IL,Adams,G1700010,MISC,66578,adams,illinois
IL,Alexander,G1700030,MISC,6478,alexander,illinois
IL,Bond,G1700050,MISC,16824,bond,illinois
IL,Boone,G1700070,PJMC,53503,boone,illinois
IL,Brown,G1700090,MISC,6762,brown,illinois
IL,Bureau,G1700110,MISC,33359,bureau,illinois
IL,Calhoun,G1700130,MISC,4894,calhoun,illinois
IL,Carroll,G1700150,PJMC,14539,carroll,illinois
IL,Cass,G1700170,MISC,12676,cass,illinois
IL,Champaign,G1700190,MISC,208419,champaign,illinois
IL,Christian,G1700210,MISC,33309,christian,illinois
IL,Clark,G1700230,MISC,15938,clark,illinois
IL,Clay,G1700250,MISC,13300,clay,illinois
IL,Clinton,G1700270,MISC,37729,clinton,illinois
IL,Coles,G1700290,MISC,52343,coles,illinois
IL,Cook,G1700310,PJMC,5203499,cook,illinois
IL,Crawford,G1700330,MISC,19308,crawford,illinois
IL,Cumberland,G1700350,MISC,10858,cumberland,illinois
IL,De Witt,G1700390,MISC,16226,de witt,illinois
IL,DeKalb,G1700370,PJMC,104528,de kalb,illinois
IL,Douglas,G1700410,MISC,19630,douglas,illinois
IL,DuPage,G1700430,PJMC,929368,du page,illinois
IL,Edgar,G1700450,MISC,17566,edgar,illinois
IL,Edwards,G1700470,MISC,6523,edwards,illinois
IL,Effingham,G1700490,MISC,34386,effingham,illinois
IL,Fayette,G1700510,MISC,21789,fayette,illinois
IL,Ford,G1700530,MISC,13575,ford,illinois
IL,Franklin,G1700550,MISC,39156,franklin,illinois
IL,Fulton,G1700570,MISC,35536,fulton,illinois
IL,Gallatin,G1700590,MISC,5212,gallatin,illinois
IL,Greene,G1700610,MISC,13093,greene,illinois
IL,Grundy,G1700630,MISC,50437,grundy,illinois
IL,Hamilton,G1700650,MISC,8061,hamilton,illinois
IL,Hancock,G1700670,MISC,18508,hancock,illinois
IL,Hardin,G1700690,MISC,4024,hardin,illinois
IL,Henderson,G1700710,MISC,6869,henderson,illinois
IL,Henry,G1700730,MISC,49280,henry,illinois
IL,Iroquois,G1700750,MISC,28334,iroquois,illinois
IL,Jackson,G1700770,MISC,58870,jackson,illinois
IL,Jasper,G1700790,MISC,9536,jasper,illinois
IL,Jefferson,G1700810,MISC,38460,jefferson,illinois
IL,Jersey,G1700830,MISC,22025,jersey,illinois
IL,Jo Daviess,G1700850,MISW,21770,jo daviess,illinois
IL,Johnson,G1700870,MISC,12902,johnson,illinois
IL,Kane,G1700890,PJMC,531715,kane,illinois
IL,Kankakee,G1700910,MISC,110008,kankakee,illinois
IL,Kendall,G1700930,MISC,124695,kendall,illinois
IL,Knox,G1700950,MISC,50938,knox,illinois
IL,Lake,G1700970,PJMC,703047,lake,illinois
IL,LaSalle,G1700990,MISC,110642,la salle,illinois
IL,Lawrence,G1701010,MISC,16377,lawrence,illinois
IL,Lee,G1701030,PJMC,34251,lee,illinois
IL,Livingston,G1701050,MISC,36526,livingston,illinois
IL,Logan,G1701070,MISC,29527,logan,illinois
IL,Macon,G1701150,MISC,106550,macon,illinois
IL,Macoupin,G1701170,MISC,45908,macoupin,illinois
IL,Madison,G1701190,MISC,265759,madison,illinois
IL,Marion,G1701210,MISC,38140,marion,illinois
IL,Marshall,G1701230,MISC,11939,marshall,illinois
IL,Mason,G1701250,MISC,13507,mason,illinois
IL,Massac,G1701270,MISC,14658,massac,illinois
IL,McDonough,G1701090,MISC,30996,mcdonough,illinois
IL,McHenry,G1701110,PJMC,307004,mchenry,illinois
IL,McLean,G1701130,MISC,172418,mclean,illinois
IL,Menard,G1701290,MISC,12516,menard,illinois
IL,Mercer,G1701310,MISC,15730,mercer,illinois
IL,Monroe,G1701330,MISC,34068,monroe,illinois
IL,Montgomery,G1701350,MISC,28952,montgomery,illinois
IL,Morgan,G1701370,MISC,34277,morgan,illinois
IL,Moultrie,G1701390,MISC,14827,moultrie,illinois
IL,Ogle,G1701410,PJMC,51273,ogle,illinois
IL,Peoria,G1701430,MISC,185006,peoria,illinois
IL,Perry,G1701450,MISC,21357,perry,illinois
IL,Piatt,G1701470,MISC,16560,piatt,illinois
IL,Pike,G1701490,MISC,15950,pike,illinois
IL,Pope,G1701510,MISC,4157,pope,illinois
IL,Pulaski,G1701530,MISC,5619,pulaski,illinois
IL,Putnam,G1701550,MISC,5611,putnam,illinois
IL,Randolph,G1701570,MISC,32621,randolph,illinois
IL,Richland,G1701590,MISC,15930,richland,illinois
IL,Rock Island,G1701610,MISC,144784,rock island,illinois
IL,Saline,G1701650,MISC,24307,saline,illinois
IL,Sangamon,G1701670,MISC,197499,sangamon,illinois
IL,Schuyler,G1701690,MISC,6923,schuyler,illinois
IL,Scott,G1701710,MISC,5053,scott,illinois
IL,Shelby,G1701730,MISC,21717,shelby,illinois
IL,St. Clair,G1701630,MISC,262759,st clair,illinois
IL,Stark,G1701750,MISC,5776,stark,illinois
IL,Stephenson,G1701770,PJMC,45624,stephenson,illinois
IL,Tazewell,G1701790,MISC,134385,tazewell,illinois
IL,Union,G1701810,MISC,17212,union,illinois
IL,Vermilion,G1701830,MISC,78111,vermilion,illinois
IL,Wabash,G1701850,MISC,11492,wabash,illinois
IL,Warren,G1701870,MISC,17378,warren,illinois
IL,Washington,G1701890,MISC,14154,washington,illinois
IL,Wayne,G1701910,MISC,16396,wayne,illinois
IL,White,G1701930,MISC,14292,white,illinois
IL,Whiteside,G1701950,PJMC,56536,whiteside,illinois
IL,Will,G1701970,PJMC,689529,will,illinois
IL,Williamson,G1701990,MISC,67560,williamson,illinois
IL,Winnebago,G1702010,PJMC,285873,winnebago,illinois
IL,Woodford,G1702030,MISC,39140,woodford,illinois
IN,Adams,G1800010,PJMW,35232,adams,indiana
IN,Allen,G1800030,PJMW,370404,allen,indiana
IN,Bartholomew,G1800050,MISC,81402,bartholomew,indiana
IN,Benton,G1800070,MISC,8650,benton,indiana
IN,Blackford,G1800090,PJMW,12149,blackford,indiana
IN,Boone,G1800110,MISC,64653,boone,indiana
IN,Brown,G1800130,MISC,14912,brown,indiana
IN,Carroll,G1800150,PJMW,19970,carroll,indiana
IN,Cass,G1800170,MISC,37946,cass,indiana
IN,Clark,G1800190,MISC,116031,clark,indiana
IN,Clay,G1800210,MISC,26309,clay,indiana
IN,Clinton,G1800230,MISC,32457,clinton,indiana
IN,Crawford,G1800250,MISC,10539,crawford,indiana
IN,Daviess,G1800270,MISC,32969,daviess,indiana
IN,Dearborn,G1800290,MISC,49331,dearborn,indiana
IN,Decatur,G1800310,MISC,26598,decatur,indiana
IN,DeKalb,G1800330,PJMW,42746,de kalb,indiana
IN,Delaware,G1800350,PJMW,115603,delaware,indiana
IN,Dubois,G1800370,MISC,42552,dubois,indiana
IN,Elkhart,G1800390,PJMW,203781,elkhart,indiana
IN,Fayette,G1800410,MISC,23331,fayette,indiana
IN,Floyd,G1800430,MISC,76990,floyd,indiana
IN,Fountain,G1800450,MISC,16486,fountain,indiana
IN,Franklin,G1800470,MISC,22715,franklin,indiana
IN,Fulton,G1800490,MISC,20139,fulton,indiana
IN,Gibson,G1800510,MISC,33703,gibson,indiana
IN,Grant,G1800530,PJMW,66937,grant,indiana
IN,Greene,G1800550,MISC,32211,greene,indiana
IN,Hamilton,G1800570,PJMW,316373,hamilton,indiana
IN,Hancock,G1800590,MISC,73717,hancock,indiana
IN,Harrison,G1800610,MISC,39826,harrison,indiana
IN,Hendricks,G1800630,MISC,160610,hendricks,indiana
IN,Henry,G1800650,PJMW,48521,henry,indiana
IN,Howard,G1800670,PJMW,82568,howard,indiana
IN,Huntington,G1800690,PJMW,36400,huntington,indiana
IN,Jackson,G1800710,MISC,44013,jackson,indiana
IN,Jasper,G1800730,MISC,33433,jasper,indiana
IN,Jay,G1800750,PJMW,21046,jay,indiana
IN,Jefferson,G1800770,MISC,32418,jefferson,indiana
IN,Jennings,G1800790,MISC,27758,jennings,indiana
IN,Johnson,G1800810,MISC,151982,johnson,indiana
IN,Knox,G1800830,MISC,37744,knox,indiana
IN,Kosciusko,G1800850,PJMW,79092,kosciusko,indiana
IN,LaGrange,G1800870,PJMW,39110,lagrange,indiana
IN,Lake,G1800890,MISC,485846,lake,indiana
IN,LaPorte,G1800910,PJMW,110015,la porte,indiana
IN,Lawrence,G1800930,MISC,45518,lawrence,indiana
IN,Madison,G1800950,PJMW,129296,madison,indiana
IN,Marion,G1800970,MISC,941229,marion,indiana
IN,Marshall,G1800990,PJMW,46556,marshall,indiana
IN,Martin,G1801010,MISC,10171,martin,indiana
IN,Miami,G1801030,PJMW,35883,miami,indiana
IN,Monroe,G1801050,MISC,145496,monroe,indiana
IN,Montgomery,G1801070,PJMW,38074,montgomery,indiana
IN,Morgan,G1801090,MISC,69698,morgan,indiana
IN,Newton,G1801110,MISC,13924,newton,indiana
IN,Noble,G1801130,PJMW,47638,noble,indiana
IN,Ohio,G1801150,MISC,5932,ohio,indiana
IN,Orange,G1801170,MISC,19335,orange,indiana
IN,Owen,G1801190,MISC,20840,owen,indiana
IN,Parke,G1801210,MISC,16800,parke,indiana
IN,Perry,G1801230,MISC,18966,perry,indiana
IN,Pike,G1801250,MISC,12431,pike,indiana
IN,Porter,G1801270,MISC,167791,porter,indiana
IN,Posey,G1801290,MISC,25476,posey,indiana
IN,Pulaski,G1801310,MISC,12660,pulaski,indiana
IN,Putnam,G1801330,MISC,37436,putnam,indiana
IN,Randolph,G1801350,PJMW,25082,randolph,indiana
IN,Ripley,G1801370,MISC,28846,ripley,indiana
IN,Rush,G1801390,MISC,16649,rush,indiana
IN,Scott,G1801430,MISC,23730,scott,indiana
IN,Shelby,G1801450,MISC,44324,shelby,indiana
IN,Spencer,G1801470,MISC,20648,spencer,indiana
IN,St. Joseph,G1801410,PJMW,269141,st joseph,indiana
IN,Starke,G1801490,MISC,23009,starke,indiana
IN,Steuben,G1801510,PJMW,34116,steuben,indiana
IN,Sullivan,G1801530,MISC,20802,sullivan,indiana
IN,Switzerland,G1801550,MISC,10527,switzerland,indiana
IN,Tippecanoe,G1801570,MISC,188059,tippecanoe,indiana
IN,Tipton,G1801590,PJMW,15182,tipton,indiana
IN,Union,G1801610,MISC,7212,union,indiana
IN,Vanderburgh,G1801630,MISC,181721,vanderburgh,indiana
IN,Vermillion,G1801650,MISC,15645,vermillion,indiana
IN,Vigo,G1801670,MISC,107931,vigo,indiana
IN,Wabash,G1801690,PJMW,31762,wabash,indiana
IN,Warren,G1801710,MISC,8166,warren,indiana
IN,Warrick,G1801730,MISC,62498,warrick,indiana
IN,Washington,G1801750,MISC,27670,washington,indiana
IN,Wayne,G1801770,MISC,66568,wayne,indiana
IN,Wells,G1801790,PJMW,27949,wells,indiana
IN,White,G1801810,MISC,23999,white,indiana
IN,Whitley,G1801830,PJMW,33449,whitley,indiana
KS,Allen,G2000010,SPPC,12714,allen,kansas
KS,Anderson,G2000030,SPPC,7827,anderson,kansas
KS,Atchison,G2000050,SPPC,16380,atchison,kansas
KS,Barber,G2000070,SPPC,4688,barber,kansas
KS,Barton,G2000090,SPPC,26775,barton,kansas
KS,Bourbon,G2000110,SPPC,14617,bourbon,kansas
KS,Brown,G2000130,SPPC,9684,brown,kansas
KS,Butler,G2000150,SPPC,67025,butler,kansas
KS,Chase,G2000170,SPPC,2669,chase,kansas
KS,Chautauqua,G2000190,SPPC,3374,chautauqua,kansas
KS,Cherokee,G2000210,SPPC,20246,cherokee,kansas
KS,Cheyenne,G2000230,SPPC,2661,cheyenne,kansas
KS,Clark,G2000250,SPPC,2072,clark,kansas
KS,Clay,G2000270,SPPC,8143,clay,kansas
KS,Cloud,G2000290,SPPC,9150,cloud,kansas
KS,Coffey,G2000310,SPPC,8433,coffey,kansas
KS,Comanche,G2000330,SPPC,1862,comanche,kansas
KS,Cowley,G2000350,SPPC,35753,cowley,kansas
KS,Crawford,G2000370,SPPC,39164,crawford,kansas
KS,Decatur,G2000390,SPPC,2832,decatur,kansas
KS,Dickinson,G2000410,SPPC,19064,dickinson,kansas
KS,Doniphan,G2000430,SPPC,7664,doniphan,kansas
KS,Douglas,G2000450,SPPC,119440,douglas,kansas
KS,Edwards,G2000470,SPPC,2938,edwards,kansas
KS,Elk,G2000490,SPPC,2547,elk,kansas
KS,Ellis,G2000510,SPPC,28893,ellis,kansas
KS,Ellsworth,G2000530,SPPC,6328,ellsworth,kansas
KS,Finney,G2000550,SPPC,36722,finney,kansas
KS,Ford,G2000570,SPPC,33971,ford,kansas
KS,Franklin,G2000590,SPPC,25560,franklin,kansas
KS,Geary,G2000610,SPPC,35586,geary,kansas
KS,Gove,G2000630,SPPC,2589,gove,kansas
KS,Graham,G2000650,SPPC,2564,graham,kansas
KS,Grant,G2000670,SPPC,7646,grant,kansas
KS,Gray,G2000690,SPPC,6034,gray,kansas
KS,Greeley,G2000710,SPPC,1296,greeley,kansas
KS,Greenwood,G2000730,SPPC,6151,greenwood,kansas
KS,Hamilton,G2000750,SPPC,2536,hamilton,kansas
KS,Harper,G2000770,SPPC,5685,harper,kansas
KS,Harvey,G2000790,SPPC,34913,harvey,kansas
KS,Haskell,G2000810,SPPC,4006,haskell,kansas
KS,Hodgeman,G2000830,SPPC,1870,hodgeman,kansas
KS,Jackson,G2000850,SPPC,13291,jackson,kansas
KS,Jefferson,G2000870,SPPC,18897,jefferson,kansas
KS,Jewell,G2000890,SPPC,2901,jewell,kansas
KS,Johnson,G2000910,SPPC,584451,johnson,kansas
KS,Kearny,G2000930,SPPC,3917,kearny,kansas
KS,Kingman,G2000950,SPPC,7467,kingman,kansas
KS,Kiowa,G2000970,SPPC,2483,kiowa,kansas
KS,Labette,G2000990,SPPC,20444,labette,kansas
KS,Lane,G2001010,SPPC,1636,lane,kansas
KS,Leavenworth,G2001030,SPPC,80204,leavenworth,kansas
KS,Lincoln,G2001050,SPPC,3073,lincoln,kansas
KS,Linn,G2001070,SPPC,9558,linn,kansas
KS,Logan,G2001090,SPPC,2831,logan,kansas
KS,Lyon,G2001110,SPPC,33510,lyon,kansas
KS,Marion,G2001150,SPPC,12112,marion,kansas
KS,Marshall,G2001170,SPPC,9836,marshall,kansas
KS,McPherson,G2001130,SPPC,28804,mcpherson,kansas
KS,Meade,G2001190,SPPC,4216,meade,kansas
KS,Miami,G2001210,SPPC,32964,miami,kansas
KS,Mitchell,G2001230,SPPC,6243,mitchell,kansas
KS,Montgomery,G2001250,SPPC,32746,montgomery,kansas
KS,Morris,G2001270,SPPC,5573,morris,kansas
KS,Morton,G2001290,SPPC,2848,morton,kansas
KS,Nemaha,G2001310,SPPC,10241,nemaha,kansas
KS,Neosho,G2001330,SPPC,16146,neosho,kansas
KS,Ness,G2001350,SPPC,2962,ness,kansas
KS,Norton,G2001370,SPPC,5493,norton,kansas
KS,Osage,G2001390,SPPC,15843,osage,kansas
KS,Osborne,G2001410,SPPC,3642,osborne,kansas
KS,Ottawa,G2001430,SPPC,5920,ottawa,kansas
KS,Pawnee,G2001450,SPPC,6743,pawnee,kansas
KS,Phillips,G2001470,SPPC,5428,phillips,kansas
KS,Pottawatomie,G2001490,SPPC,23661,pottawatomie,kansas
KS,Pratt,G2001510,SPPC,9584,pratt,kansas
KS,Rawlins,G2001530,SPPC,2549,rawlins,kansas
KS,Reno,G2001550,SPPC,63220,reno,kansas
KS,Republic,G2001570,SPPC,4699,republic,kansas
KS,Rice,G2001590,SPPC,9831,rice,kansas
KS,Riley,G2001610,SPPC,73343,riley,kansas
KS,Rooks,G2001630,SPPC,5076,rooks,kansas
KS,Rush,G2001650,SPPC,3058,rush,kansas
KS,Russell,G2001670,SPPC,6988,russell,kansas
KS,Saline,G2001690,SPPC,55142,saline,kansas
KS,Scott,G2001710,SPPC,5032,scott,kansas
KS,Sedgwick,G2001730,SPPC,511995,sedgwick,kansas
KS,Seward,G2001750,SPPC,22709,seward,kansas
KS,Shawnee,G2001770,SPPC,178146,shawnee,kansas
KS,Sheridan,G2001790,SPPC,2509,sheridan,kansas
KS,Sherman,G2001810,SPPC,5965,sherman,kansas
KS,Smith,G2001830,SPPC,3632,smith,kansas
KS,Stafford,G2001850,SPPC,4208,stafford,kansas
KS,Stanton,G2001870,SPPC,2062,stanton,kansas
KS,Stevens,G2001890,SPPC,5584,stevens,kansas
KS,Sumner,G2001910,SPPC,23272,sumner,kansas
KS,Thomas,G2001930,SPPC,7892,thomas,kansas
KS,Trego,G2001950,SPPC,2872,trego,kansas
KS,Wabaunsee,G2001970,SPPC,6891,wabaunsee,kansas
KS,Wallace,G2001990,SPPC,1497,wallace,kansas
KS,Washington,G2002010,SPPC,5546,washington,kansas
KS,Wichita,G2002030,SPPC,2112,wichita,kansas
KS,Wilson,G2002050,SPPC,8723,wilson,kansas
KS,Woodson,G2002070,SPPC,3165,woodson,kansas
KS,Wyandotte,G2002090,SPPC,163831,wyandotte,kansas
KY,Adair,G2100010,SRCE,19280,adair,kentucky
KY,Allen,G2100030,SRCE,20631,allen,kentucky
KY,Anderson,G2100050,SRCE,22158,anderson,kentucky
KY,Ballard,G2100070,SRCE,8054,ballard,kentucky
KY,Barren,G2100090,SRCE,43993,barren,kentucky
KY,Bath,G2100110,SRCE,12327,bath,kentucky
KY,Bell,G2100130,SRCE,27117,bell,kentucky
KY,Boone,G2100150,SRCE,128536,boone,kentucky
KY,Bourbon,G2100170,SRCE,20030,bourbon,kentucky
KY,Boyd,G2100190,PJMW,48132,boyd,kentucky
KY,Boyle,G2100210,SRCE,30018,boyle,kentucky
KY,Bracken,G2100230,SRCE,8400,bracken,kentucky
KY,Breathitt,G2100250,SRCE,13284,breathitt,kentucky
KY,Breckinridge,G2100270,SRCE,19961,breckinridge,kentucky
KY,Bullitt,G2100290,SRCE,79151,bullitt,kentucky
KY,Butler,G2100310,SRCE,12845,butler,kentucky
KY,Caldwell,G2100330,SRCE,12568,caldwell,kentucky
KY,Calloway,G2100350,SRCE,38437,calloway,kentucky
KY,Campbell,G2100370,PJMW,92211,campbell,kentucky
KY,Carlisle,G2100390,SRCE,4855,carlisle,kentucky
KY,Carroll,G2100410,SRCE,10679,carroll,kentucky
KY,Carter,G2100430,SRCE,27046,carter,kentucky
KY,Casey,G2100450,SRCE,15815,casey,kentucky
KY,Christian,G2100470,SRCE,72351,christian,kentucky
KY,Clark,G2100490,SRCE,35819,clark,kentucky
KY,Clay,G2100510,SRCE,20766,clay,kentucky
KY,Clinton,G2100530,SRCE,10177,clinton,kentucky
KY,Crittenden,G2100550,SRCE,9188,crittenden,kentucky
KY,Cumberland,G2100570,SRCE,6738,cumberland,kentucky
KY,Daviess,G2100590,SRCE,99674,daviess,kentucky
KY,Edmonson,G2100610,SRCE,12114,edmonson,kentucky
KY,Elliott,G2100630,SRCE,7588,elliott,kentucky
KY,Estill,G2100650,SRCE,14307,estill,kentucky
KY,Fayette,G2100670,SRCE,318449,fayette,kentucky
KY,Fleming,G2100690,SRCE,14507,fleming,kentucky
KY,Floyd,G2100710,SRCE,37110,floyd,kentucky
KY,Franklin,G2100730,SRCE,50560,franklin,kentucky
KY,Fulton,G2100750,SRCE,6179,fulton,kentucky
KY,Gallatin,G2100770,SRCE,8609,gallatin,kentucky
KY,Garrard,G2100790,SRCE,17292,garrard,kentucky
KY,Grant,G2100810,SRCE,24923,grant,kentucky
KY,Graves,G2100830,SRCE,37182,graves,kentucky
KY,Grayson,G2100850,SRCE,26184,grayson,kentucky
KY,Green,G2100870,SRCE,11060,green,kentucky
KY,Greenup,G2100890,SRCE,35893,greenup,kentucky
KY,Hancock,G2100910,SRCE,8810,hancock,kentucky
KY,Hardin,G2100930,SRCE,107316,hardin,kentucky
KY,Harlan,G2100950,SRCE,27168,harlan,kentucky
KY,Harrison,G2100970,SRCE,18646,harrison,kentucky
KY,Hart,G2100990,SRCE,18627,hart,kentucky
KY,Henderson,G2101010,SRCE,46253,henderson,kentucky
KY,Henry,G2101030,SRCE,15818,henry,kentucky
KY,Hickman,G2101050,SRCE,4627,hickman,kentucky
KY,Hopkins,G2101070,SRCE,45904,hopkins,kentucky
KY,Jackson,G2101090,SRCE,13368,jackson,kentucky
KY,Jefferson,G2101110,SRCE,765352,jefferson,kentucky
KY,Jessamine,G2101130,SRCE,52357,jessamine,kentucky
KY,Johnson,G2101150,PJMW,22978,johnson,kentucky
KY,Kenton,G2101170,PJMW,164945,kenton,kentucky
KY,Knott,G2101190,PJMW,15544,knott,kentucky
KY,Knox,G2101210,SRCE,31687,knox,kentucky
KY,Larue,G2101230,SRCE,14096,larue,kentucky
KY,Laurel,G2101250,SRCE,60250,laurel,kentucky
KY,Lawrence,G2101270,PJMW,15863,lawrence,kentucky
KY,Lee,G2101290,SRCE,6580,lee,kentucky
KY,Leslie,G2101310,SRCE,10538,leslie,kentucky
KY,Letcher,G2101330,SRCE,22773,letcher,kentucky
KY,Lewis,G2101350,SRCE,13442,lewis,kentucky
KY,Lincoln,G2101370,SRCE,24372,lincoln,kentucky
KY,Livingston,G2101390,SRCE,9269,livingston,kentucky
KY,Logan,G2101410,SRCE,26593,logan,kentucky
KY,Lyon,G2101430,SRCE,8069,lyon,kentucky
KY,Madison,G2101510,SRCE,89547,madison,kentucky
KY,Magoffin,G2101530,SRCE,12684,magoffin,kentucky
KY,Marion,G2101550,SRCE,19205,marion,kentucky
KY,Marshall,G2101570,SRCE,31365,marshall,kentucky
KY,Martin,G2101590,PJMW,12002,martin,kentucky
KY,Mason,G2101610,SRCE,17190,mason,kentucky
KY,McCracken,G2101450,SRCE,65162,mccracken,kentucky
KY,McCreary,G2101470,SRCE,17511,mccreary,kentucky
KY,McLean,G2101490,SRCE,9475,mclean,kentucky
KY,Meade,G2101630,SRCE,28126,meade,kentucky
KY,Menifee,G2101650,SRCE,6408,menifee,kentucky
KY,Mercer,G2101670,SRCE,21477,mercer,kentucky
KY,Metcalfe,G2101690,SRCE,10018,metcalfe,kentucky
KY,Monroe,G2101710,SRCE,10588,monroe,kentucky
KY,Montgomery,G2101730,SRCE,27771,montgomery,kentucky
KY,Morgan,G2101750,SRCE,13298,morgan,kentucky
KY,Muhlenberg,G2101770,SRCE,31028,muhlenberg,kentucky
KY,Nelson,G2101790,SRCE,45559,nelson,kentucky
KY,Nicholas,G2101810,SRCE,7084,nicholas,kentucky
KY,Ohio,G2101830,SRCE,24378,ohio,kentucky
KY,Oldham,G2101850,SRCE,65560,oldham,kentucky
KY,Owen,G2101870,SRCE,10642,owen,kentucky
KY,Owsley,G2101890,SRCE,4491,owsley,kentucky
KY,Pendleton,G2101910,SRCE,14560,pendleton,kentucky
KY,Perry,G2101930,SRCE,27343,perry,kentucky
KY,Pike,G2101950,PJMW,60555,pike,kentucky
KY,Powell,G2101970,SRCE,12308,powell,kentucky
KY,Pulaski,G2101990,SRCE,63956,pulaski,kentucky
KY,Robertson,G2102010,SRCE,2155,robertson,kentucky
KY,Rockcastle,G2102030,SRCE,16850,rockcastle,kentucky
KY,Rowan,G2102050,SRCE,24451,rowan,kentucky
KY,Russell,G2102070,SRCE,17722,russell,kentucky
KY,Scott,G2102090,SRCE,53972,scott,kentucky
KY,Shelby,G2102110,SRCE,46408,shelby,kentucky
KY,Simpson,G2102130,SRCE,18083,simpson,kentucky
KY,Spencer,G2102150,SRCE,18274,spencer,kentucky
KY,Taylor,G2102170,SRCE,25397,taylor,kentucky
KY,Todd,G2102190,SRCE,12295,todd,kentucky
KY,Trigg,G2102210,SRCE,14264,trigg,kentucky
KY,Trimble,G2102230,SRCE,8620,trimble,kentucky
KY,Union,G2102250,SRCE,14880,union,kentucky
KY,Warren,G2102270,SRCE,125532,warren,kentucky
KY,Washington,G2102290,SRCE,12189,washington,kentucky
KY,Wayne,G2102310,SRCE,20453,wayne,kentucky
KY,Webster,G2102330,SRCE,13316,webster,kentucky
KY,Whitley,G2102350,SRCE,36096,whitley,kentucky
KY,Wolfe,G2102370,SRCE,7159,wolfe,kentucky
KY,Woodford,G2102390,SRCE,26124,woodford,kentucky
LA,Acadia,G2200010,MISS,62645,acadia,louisiana
LA,Allen,G2200030,SPPS,25684,allen,louisiana
LA,Ascension,G2200050,MISS,121587,ascension,louisiana
LA,Assumption,G2200070,MISS,22695,assumption,louisiana
LA,Avoyelles,G2200090,SPPS,41117,avoyelles,louisiana
LA,Beauregard,G2200110,SPPS,36927,beauregard,louisiana
LA,Bienville,G2200130,SPPS,13865,bienville,louisiana
LA,Bossier,G2200150,SPPS,126057,bossier,louisiana
LA,Caddo,G2200170,SPPS,248851,caddo,louisiana
LA,Calcasieu,G2200190,MISS,200601,calcasieu,louisiana
LA,Caldwell,G2200210,MISS,10087,caldwell,louisiana
LA,Cameron,G2200230,MISS,6882,cameron,louisiana
LA,Catahoula,G2200250,MISS,9921,catahoula,louisiana
LA,Claiborne,G2200270,MISS,16132,claiborne,louisiana
LA,Concordia,G2200290,MISS,19920,concordia,louisiana
LA,De Soto,G2200310,SPPS,27149,de soto,louisiana
LA,East Baton Rouge,G2200330,MISS,447037,east baton rouge,louisiana
LA,East Carroll,G2200350,MISS,7271,east carroll,louisiana
LA,East Feliciana,G2200370,MISS,19683,east feliciana,louisiana
LA,Evangeline,G2200390,SPPS,33709,evangeline,louisiana
LA,Franklin,G2200410,MISS,20330,franklin,louisiana
LA,Grant,G2200430,SPPS,22365,grant,louisiana
LA,Iberia,G2200450,MISS,73273,iberia,louisiana
LA,Iberville,G2200470,MISS,32920,iberville,louisiana
LA,Jackson,G2200490,SPPS,15808,jackson,louisiana
LA,Jefferson,G2200510,MISS,436523,jefferson,louisiana
LA,Jefferson Davis,G2200530,MISS,31413,jefferson davis,louisiana
LA,Lafayette,G2200550,MISS,241398,lafayette,louisiana
LA,Lafourche,G2200570,MISS,98305,lafourche,louisiana
LA,LaSalle,G2200590,SPPS,15052,la salle,louisiana
LA,Lincoln,G2200610,MISS,47745,lincoln,louisiana
LA,Livingston,G2200630,MISS,140138,livingston,louisiana
LA,Madison,G2200650,MISS,11528,madison,louisiana
LA,Morehouse,G2200670,MISS,26071,morehouse,louisiana
LA,Natchitoches,G2200690,SPPS,39162,natchitoches,louisiana
LA,Orleans,G2200710,MISS,391495,orleans,louisiana
