End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Total,AK,HI
drying,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736842105263158,0.0,0.0,0.0,0.0679197994987468,0.0,0.0,0.0,0.0,0.0,0.0,0.5170426065162907,0.2017543859649123,0.0,0.0,0.0,0.0060150375939849,0.0230576441102756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0193466539803361,0.024104027909927,0.1646051379638439,0.2343799555978433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902949571836346,0.0,0.0,0.0,0.0,0.0,0.0,0.1227402473834443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561370123691722,0.0,0.0,0.0,0.0,0.1500158579130986,0.0,0.0,0.0,0.0383761496986996,0.0,1.0,0,0
drying,6,0.221001221001221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3492063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21001221001221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2197802197802197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,7,0.0,0.0560955852571891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488456865127581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1065208586472255,0.0,0.0,0.0,0.0,0.0,0.0,0.6885378695828269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,8,0.0,0.0,0.2873900293255131,0.0,0.0982404692082111,0.0,0.0,0.0,0.0,0.0,0.0,0.0273704789833822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02297165200391,0.0,0.0,0.0,0.0,0.0,0.0926197458455523,0.313049853372434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473607038123167,0.0,0.0,0.0,0.0,0.0,0.0109970674486803,1.0,0,0
drying,9,0.0,0.0,0.0,0.9245379613986588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254953156197204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499667229816208,0.0,0.0,0.0,1.0000000000000002,0,0
misc,1,0.0,0.0,0.0,0.0,0.0,0.2012987012987013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649350649350649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1233766233766233,0.0,0.0,0.0,0.0,0.0,0.0,0.0519480519480519,0.0,0.0,0.0,0.0,1.0,0,0
misc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3363028953229399,0.0,0.0,0.3229398663697105,0.0,0.0,0.0,0.3407572383073496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
misc,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540272614622057,0.1734820322180917,0.0,0.0,0.0,0.0,0.0,0.0,0.2366790582403965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304832713754646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053283767038413,0.0,0.0,1.0,0,0
misc,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761658031088083,0.0,0.0,0.0,0.1968911917098445,0.0,0.0,0.0,0.0,0.0,0.0,0.1709844559585492,0.3989637305699482,0.0,0.0,0.0,0.0103626943005181,0.0310880829015544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155440414507772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0,0
misc,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0043821209465381,0.0157756354075372,0.4171779141104295,0.2138475021910605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744960560911481,0.0,0.0,0.0,0.0,0.0,0.0,0.0972830850131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543382997370727,0.0,0.0,0.0,0.0,0.084136722173532,0.0,0.0,0.0,0.0385626643295355,0.0,1.0000000000000002,0,0
misc,6,0.2065868263473053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574850299401198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377245508982036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982035928143712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
misc,7,0.0,0.0446043165467626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266187050359712,0.0,0.0,0.0,0.0,0.0,0.0,0.7122302158273381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
misc,8,0.0,0.0,0.5622837370242214,0.0,0.0536332179930795,0.0,0.0,0.0,0.0,0.0,0.0,0.0190311418685121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086505190311418,0.0,0.0,0.0,0.0,0.0,0.1141868512110726,0.2024221453287197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380622837370242,0.0,0.0,0.0,0.0,0.0,0.0017301038062283,1.0,0,0
misc,9,0.0,0.0,0.0,0.9078014184397164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293819655521783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628166160081053,0.0,0.0,0.0,1.0,0,0
