Technology,End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN
all,cooling,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002591287965923,0.2990471234466677,0.5777815059764161,0.1205800826109933,0.0,0.0
all,water heating,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,water heating,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209767325952565,0.2517481444455613,0.4719992734276412,0.0552758495315409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,water heating,3,0.0,0.0,0.1193054488159336,0.1911030357824366,0.1653975301521658,0.0,0.0,0.0,0.0,0.0,0.3763608041897021,0.1478331810597617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,water heating,4,0.0,0.0,0.3249164709841627,0.1984636945471427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694973629811138,0.2025269132368398,0.0,0.0,0.0,0.0,0.0045955582507408,0.0
all,water heating,5,0.0,0.3901845689333948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548934207262525,0.048015436500751,0.0,0.1189568404394398,0.2130967318916518,0.1722969939900063,0.0025560075185035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,water heating,6,0.0,0.0,0.0,0.0,0.0,0.0700601998604365,0.0,0.0,0.0,0.0,0.0169009161638908,0.0,0.0,0.0,0.2636575551400165,0.649381328835656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,water heating,7,0.6100972173013087,0.0,0.0,0.0,0.0,0.1887290007157291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869287460624006,0.0,0.0,0.0142450359205615,0.0,0.0,0.0,0.0,0.0
all,water heating,8,0.0,0.0,0.0007856317784377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005907389392457,0.0,0.0025280743958895,0.3569027667933619,0.0,0.0,0.0788122273094975,0.2819411488403553,0.2731227614900006
all,water heating,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
all,fans and pumps,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665523048983291,0.2097832665529805,0.4640162834392917,0.0596481451093986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,3,0.0,0.0,0.0957953050987319,0.178198037360136,0.1880536844406213,0.0,0.0,0.0,0.0,0.0,0.3867618615683416,0.151191111532169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,4,0.0,0.0,0.302994746522325,0.1950307149524204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097566077642117,0.1888026698243625,0.0,0.0,0.0,0.0,0.00341526093668,0.0
all,fans and pumps,5,0.0,0.3150041100974586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669489276417321,0.0555749991885144,0.0,0.1415701616328547,0.2240875184693565,0.1946105690778653,0.0022037138922183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,6,0.0,0.0,0.0,0.0,0.0,0.0869221535242528,0.0,0.0,0.0,0.0,0.0152275899156447,0.0,0.0,0.0,0.290260996671218,0.6075892598888845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,7,0.6399545409446464,0.0,0.0,0.0,0.0,0.1525194113211444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889308006008636,0.0,0.0,0.0185952471333454,0.0,0.0,0.0,0.0,0.0
all,fans and pumps,8,0.0,0.0,0.000446573473694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052890158724699,0.0,0.0017956970092463,0.3777780372583788,0.0,0.0,0.0551594882755162,0.2685851752819491,0.2909460128287456
all,fans and pumps,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019519227613828,0.3226083867328305,0.5039312678715816,0.171508422634205,0.0,0.0
all,lighting,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,lighting,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417117059627661,0.2333572860308292,0.4659046987735625,0.0590263092328419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,lighting,3,0.0,0.0,0.0999194516534655,0.1755170496380309,0.1856338083253701,0.0,0.0,0.0,0.0,0.0,0.3867626980852316,0.1521669922979019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,lighting,4,0.0,0.0,0.3340781074884973,0.190089033372829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2935629944856419,0.1793143469150906,0.0,0.0,0.0,0.0,0.0029555177379411,0.0
all,lighting,5,0.0,0.296367942736382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718024962905075,0.0572813431899228,0.0,0.1429694780524734,0.2343614459804111,0.19507552327962,0.0021417704706831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,lighting,6,0.0,0.0,0.0,0.0,0.0,0.077290490991573,0.0,0.0,0.0,0.0,0.0156872541480571,0.0,0.0,0.0,0.2603173930848805,0.646704861775489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,lighting,7,0.6461678063351805,0.0,0.0,0.0,0.0,0.1468409114701134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910388034434103,0.0,0.0,0.0159524787512957,0.0,0.0,0.0,0.0,0.0
all,lighting,8,0.0,0.0,0.0003217253211962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048406749095307,0.0,0.0014420249163417,0.3395517800158233,0.0,0.0,0.0539277103482186,0.2794494209070878,0.3204666635818015
all,lighting,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015075921703971,0.2912252148241999,0.4145260853693898,0.2927411076360131,0.0,0.0
all,refrigeration,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,refrigeration,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714089502894825,0.3032855066881524,0.454973642532377,0.0703319004899879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
