End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Total,AK,HI
misc,6,0.2065868263473053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574850299401198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377245508982036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982035928143712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
misc,7,0.0,0.0446043165467626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266187050359712,0.0,0.0,0.0,0.0,0.0,0.0,0.7122302158273381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
misc,8,0.0,0.0,0.5622837370242214,0.0,0.0536332179930795,0.0,0.0,0.0,0.0,0.0,0.0,0.0190311418685121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086505190311418,0.0,0.0,0.0,0.0,0.0,0.1141868512110726,0.2024221453287197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380622837370242,0.0,0.0,0.0,0.0,0.0,0.0017301038062283,1.0,0,0
misc,9,0.0,0.0,0.0,0.9078014184397164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293819655521783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628166160081053,0.0,0.0,0.0,1.0,0,0
drying,1,0.0,0.0,0.0,0.0,0.0,0.2348484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601010101010101,0.0,0.1616161616161616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.1439393939393939,0.0,0.0,0.0,0.0,1.0,0,0
drying,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811724915445321,0.0,0.0,0.5715896279594138,0.0,0.0,0.0,0.3472378804960541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2839396628216504,0.1233362910381544,0.0,0.0,0.0,0.0,0.0,0.0,0.3425022182786157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789707187222715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1712511091393078,0.0,0.0,1.0,0,0
drying,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440922190201729,0.0,0.0,0.0,0.0778097982708933,0.0,0.0,0.0,0.0,0.0,0.0,0.1181556195965417,0.2680115273775216,0.0,0.0,0.0,0.0259365994236311,0.063400576368876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057636887608069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015228426395939,0.2918781725888325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253807106598984,0.0,0.0,0.0,0.0,0.0,0.0,0.3121827411167512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1345177664974619,0.0,0.0,0.0,0.0,0.215736040609137,0.0,0.0,0.0,0.0050761421319796,0.0,1.0,0,0
drying,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,7,0.0,0.043859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146198830409356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251461988304093,0.0,0.0,0.0,0.0,0.0,0.0,0.7163742690058479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
drying,8,0.0,0.0,0.3459459459459459,0.0,0.3027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0702702702702702,0.0,0.0,0.0,0.0,0.0,0.227027027027027,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108108108108108,0.0,0.0,0.0,0.0,0.0,0.0162162162162162,0.9999999999999998,0,0
drying,9,0.0,0.0,0.0,0.8144208037825059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158392434988179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697399527186761,0.0,0.0,0.0,1.0,0,0
