Technology,End use,CDIV,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
pkg_terminal_HP-cool,cooling,6,0.0,0.3409651216297896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219670388683366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825811038406253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544867356612484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkg_terminal_HP-cool,cooling,7,0.0,0.0,0.0673267747955559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1070696714009213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647385668558093,0.0,0.0,0.0,0.0,0.0,0.0,0.7608649869477133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkg_terminal_HP-cool,cooling,8,0.0,0.0,0.0,0.6844109788514657,0.0,0.0784340045103385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361807859418984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101789606069833,0.0,0.0,0.0,0.0,0.0,0.0396242042875823,0.1086552593646149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264198024454812,0.0,0.0,0.0,0.0,0.0,0.0160960039916354
pkg_terminal_HP-cool,cooling,9,0.0041732209794743,0.0,0.0,0.0,0.77756871992546,0.0,0.0,0.0,0.0,0.0,0.0,0.0292133012203689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693659322284641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196788256462327,0.0,0.0,0.0
comm_GSHP-cool,cooling,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1834369378238176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857107216941215,0.0,0.0181970829402941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078455256901324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048097318516343,0.0,0.0,0.0,0.0
comm_GSHP-cool,cooling,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347667086273603,0.0,0.0,0.613464131819098,0.0,0.0,0.0,0.2517691595535417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comm_GSHP-cool,cooling,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506153841259482,0.1762338070662526,0.0,0.0,0.0,0.0,0.0,0.0,0.2940361873933579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293855935570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497290278574341,0.0,0.0
comm_GSHP-cool,cooling,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677688842278256,0.0,0.0,0.0,0.2383881398310588,0.0,0.0,0.0,0.0,0.0,0.0,0.1500612029880937,0.3740010822444275,0.0,0.0,0.0,0.0096010816777309,0.0399968074144789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201828016163842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comm_GSHP-cool,cooling,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541758759219961,0.00216626113344,0.3295244896129731,0.1990759188827505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670923946260804,0.0,0.0,0.0,0.0,0.0,0.0,0.1482277164827373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578169972923967,0.0,0.0,0.0,0.0,0.1417806538098147,0.0,0.0,0.0,0.0001396922378109,0.0
comm_GSHP-cool,cooling,6,0.0,0.2707992442418238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1921208882340523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183127763454011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3539521040701129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
